"","MK","S","cond","RC","ctype","ER","RT"
"340","mp7","200","Both","1","d",0.0736842105263158,447.261363636364
"341","mp7","215","Both","1","d",0.125874125874126,440.4
"342","mp7","228","Both","1","d",0.0608695652173913,440.046296296296
"343","mp7","200","Both","2","d",0.23728813559322,505.911111111111
"344","mp7","215","Both","2","d",0.149659863945578,459.416
"345","mp7","228","Both","2","d",0.226277372262774,473.528301886792
"346","mp7","200","Both","0","w",0.0729166666666667,441.033707865169
"347","mp7","215","Both","0","w",0.0458015267175573,395.992
"348","mp7","228","Both","0","w",0.0530973451327434,433.11214953271
"349","mp7","200","Both","1","w",0.127450980392157,406.426966292135
"350","mp7","215","Both","1","w",0.0601503759398496,373.92
"351","mp7","228","Both","1","w",0.0689655172413793,403.509259259259
"352","mp7","200","Both","2","w",0.117647058823529,435.111111111111
"353","mp7","215","Both","2","w",0.125874125874126,386.352
"354","mp7","228","Both","2","w",0.027027027027027,386.083333333333
