"","monkey","SessionNo","condition","CU","CostType","Refusal Rate","RT"
"336","mp7","103","D1-CON","0","w",0.0373134328358209,365.193798449612
"337","mp7","104","D1-CON","0","w",0.0072992700729927,357.551470588235
"338","mp7","108","D1-CON","0","w",0.00746268656716418,368.473684210526
"339","mp7","109","D1-CON","0","w",0.0147058823529412,414.962686567164
"340","mp7","110","D1-CON","0","w",0.0149253731343284,383.643939393939
"341","mp7","115","D1-CON","0","w",0.0150375939849624,370.809160305344
"342","mp7","116","D1-CON","0","w",0.0151515151515152,356.207692307692
"343","mp7","119","D1-CON","0","w",0.015625,367.134920634921
"344","mp7","122","D1-CON","0","w",0.0396825396825397,367.165289256198
"345","mp7","125","D1-CON","0","w",0.0153846153846154,369.203125
"346","mp7","126","D1-CON","0","w",0,378.253968253968
"347","mp7","81","D1-CON","1","w",0.112244897959184,340.229885057471
"348","mp7","82","D1-CON","1","w",0.0849056603773585,349.690721649485
"349","mp7","87","D1-CON","1","w",0.0851063829787234,309.127906976744
"350","mp7","88","D1-CON","1","w",0.0707070707070707,331.902173913043
"351","mp7","91","D1-CON","1","w",0.021978021978022,370.370786516854
"352","mp7","94","D1-CON","1","w",0.00884955752212389,320.285714285714
"353","mp7","97","D1-CON","1","w",0.0434782608695652,332.765151515152
"354","mp7","98","D1-CON","1","w",0.0592592592592593,337.511811023622
"355","mp7","103","D1-CON","1","w",0.0373134328358209,336.937984496124
"356","mp7","104","D1-CON","1","w",0.0422535211267606,325.264705882353
"357","mp7","108","D1-CON","1","w",0.0291970802919708,316.541353383459
"358","mp7","109","D1-CON","1","w",0.0218978102189781,356.671641791045
"359","mp7","110","D1-CON","1","w",0.0638297872340425,350.05303030303
"360","mp7","115","D1-CON","1","w",0.0294117647058824,334.371212121212
"361","mp7","116","D1-CON","1","w",0.00763358778625954,344.046153846154
"362","mp7","119","D1-CON","1","w",0.0234375,342.832
"363","mp7","122","D1-CON","1","w",0.0393700787401575,336.745901639344
"364","mp7","125","D1-CON","1","w",0.0378787878787879,352.07874015748
"365","mp7","126","D1-CON","1","w",0.0078740157480315,335.365079365079
"366","mp7","81","D1-CON","2","w",0.25,381.770114942529
"367","mp7","82","D1-CON","2","w",0.24031007751938,387.734693877551
"368","mp7","87","D1-CON","2","w",0.234234234234234,340.223529411765
"369","mp7","88","D1-CON","2","w",0.171171171171171,396.141304347826
"370","mp7","91","D1-CON","2","w",0.0833333333333333,359.704545454545
"371","mp7","94","D1-CON","2","w",0.0901639344262295,362.297297297297
"372","mp7","97","D1-CON","2","w",0.0642857142857143,382.343511450382
"373","mp7","98","D1-CON","2","w",0.0656934306569343,378.03125
"374","mp7","103","D1-CON","2","w",0.0583941605839416,374.46511627907
"375","mp7","104","D1-CON","2","w",0.0620689655172414,364.639705882353
"376","mp7","108","D1-CON","2","w",0.05,357.676691729323
"377","mp7","109","D1-CON","2","w",0.089041095890411,387.578947368421
"378","mp7","110","D1-CON","2","w",0.0769230769230769,391.007575757576
"379","mp7","115","D1-CON","2","w",0.102040816326531,394.575757575758
"380","mp7","116","D1-CON","2","w",0.0225563909774436,394.192307692308
"381","mp7","119","D1-CON","2","w",0.0454545454545455,375.65873015873
"382","mp7","122","D1-CON","2","w",0.0833333333333333,367.876033057851
"383","mp7","125","D1-CON","2","w",0.0656934306569343,347.265625
"384","mp7","126","D1-CON","2","w",0.0935251798561151,383.769841269841
"385","mp7","77","D1-MO","0","d",0.07,442.677419354839
"386","mp7","83","D1-MO","0","d",0.154761904761905,453.985915492958
"387","mp7","95","D1-MO","0","d",0.0816326530612245,468.877777777778
"388","mp7","101","D1-MO","0","d",0.045045045045045,441.537735849057
"389","mp7","105","D1-MO","0","d",0.0917431192660551,484.616161616162
"390","mp7","77","D1-MO","1","d",0.185840707964602,472.869565217391
"391","mp7","83","D1-MO","1","d",0.181818181818182,530.972222222222
"392","mp7","95","D1-MO","1","d",0.224137931034483,541.222222222222
"393","mp7","101","D1-MO","1","d",0.198473282442748,604.657142857143
"394","mp7","105","D1-MO","1","d",0.263157894736842,596.612244897959
"395","mp7","77","D1-MO","2","d",0.205128205128205,519.408602150538
"396","mp7","83","D1-MO","2","d",0.166666666666667,560.142857142857
"397","mp7","95","D1-MO","2","d",0.318181818181818,562.911111111111
"398","mp7","101","D1-MO","2","d",0.459183673469388,584.254716981132
"399","mp7","105","D1-MO","2","d",0.266666666666667,568.313131313131
"400","mp7","77","D1-MO","0","w",0.114285714285714,446.569892473118
"401","mp7","83","D1-MO","0","w",0.0140845070422535,417.814285714286
"402","mp7","95","D1-MO","0","w",0.032258064516129,399.244444444444
"403","mp7","101","D1-MO","0","w",0.0275229357798165,433.518867924528
"404","mp7","105","D1-MO","0","w",0.0934579439252336,461.453608247423
"405","mp7","77","D1-MO","1","w",0.08,378
"406","mp7","83","D1-MO","1","w",0.0410958904109589,391.371428571429
"407","mp7","95","D1-MO","1","w",0.0808080808080808,438.340659340659
